CUSIP,State,LastTradeDate
576000TC7,MA,21-APR-17
576000TZ6,MA,14-MAR-16
576000UF8,MA,05-OCT-16
576000UH4,MA,11-AUG-17
576000UL5,MA,05-OCT-16
576000VB6,MA,03-NOV-17
57604P4H4,MA,23-JUN-17
57604P4S0,MA,28-AUG-17
57604PB37,MA,07-MAR-17
57604PB60,MA,12-OCT-17
57604PB86,MA,20-DEC-16
57604TBG0,MA,10-OCT-17
57604TCK0,MA,02-OCT-17
57604TDA1,MA,22-AUG-16
57604TDN3,MA,30-SEP-16
57604TDP8,MA,30-SEP-16
57604TDU7,MA,11-OCT-16
57604TEE2,MA,23-MAY-17
57604TEZ5,MA,03-JAN-18
576051BM7,MA,21-APR-17
576051DY9,MA,24-JAN-17
576051KS4,MA,30-OCT-17
576051MS2,MA,30-AUG-17
576051NC6,MA,15-APR-16
576051ND4,MA,15-APR-16
576051NF9,MA,17-JUL-17
576051NV4,MA,13-JUN-17
576051NY8,MA,25-APR-17
576051NZ5,MA,09-MAR-17
576051PA8,MA,17-MAY-17
576051PB6,MA,12-OCT-17
576051PE0,MA,14-NOV-17
576051PN0,MA,20-NOV-17
576051RB4,MA,19-JAN-18
576051RC2,MA,31-MAY-17
57605AFK7,MA,18-JAN-18
57605AFS0,MA,11-MAY-17
577030JR1,MA,07-JUN-17
59180CAP6,MA,19-JAN-16
59180CAT8,MA,21-JUN-17
602006SS8,MA,06-JUN-17
651027D68,MA,13-JUN-17
651027K86,MA,27-APR-17
6530635C7,MA,01-APR-16
6530635T0,MA,03-JAN-17
6530636T9,MA,12-JAN-17
6530636U6,MA,11-DEC-17
6530637Q4,MA,26-JAN-17
6572372Z5,MA,06-DEC-17
6572373A9,MA,13-JUN-17
663617WU8,MA,22-JAN-18
663617YD4,MA,29-JUN-16
669555WW0,MA,29-DEC-16
795302GZ5,MA,11-OCT-17
795302HA9,MA,07-SEP-16
795302HB7,MA,21-SEP-16
795302JC3,MA,07-SEP-17
820862CE8,MA,13-JUL-17
820862CF5,MA,07-JUN-16
820862CH1,MA,07-JUN-16
841246RJ2,MA,19-MAY-16
914437RN0,MA,17-JAN-17
914437SJ8,MA,28-SEP-17
914437SK5,MA,21-JUL-17
914437SM1,MA,03-OCT-17
914437SP4,MA,20-JAN-17
914437SY5,MA,16-MAR-17
914437TA6,MA,20-JAN-17
914440PZ9,MA,04-JAN-18
914440QV7,MA,22-AUG-17
914440QX3,MA,16-NOV-17
915547FH1,MA,26-MAY-16
915547FL2,MA,07-JUN-17
915547FQ1,MA,16-JUN-16
915547FR9,MA,06-JAN-17
949493WK2,MA,25-FEB-16
949493XM7,MA,07-JUN-17
981306QD8,MA,28-SEP-17
981306RJ4,MA,03-JAN-18
981306RK1,MA,24-OCT-17
981306RY1,MA,23-JAN-18
03588E5B5,MD,12-DEC-17
03588E5K5,MD,25-OCT-16
03588HFJ0,MD,06-DEC-17
05914FM31,MD,06-NOV-17
05914FSA9,MD,21-NOV-16
05914FTZ3,MD,02-NOV-17
05914FUL2,MD,10-MAY-17
05914FXB1,MD,27-JUL-17
05914FXH8,MD,12-DEC-17
05914FZY9,MD,25-AUG-17
05914FZZ6,MD,24-FEB-16
05922KSD2,MD,29-AUG-17
05922KTB5,MD,02-NOV-17
05922KUH0,MD,20-JUN-17
05922KVR7,MD,03-FEB-17
05922KVU0,MD,05-DEC-17
05922KWM7,MD,26-APR-17
05922KYE3,MD,16-FEB-17
05922KYF0,MD,27-JAN-17
05922KYG8,MD,04-APR-17
05922KYH6,MD,27-JAN-17
05922KYJ2,MD,20-MAR-17
05922KYK9,MD,27-JAN-17
05922KYP8,MD,03-MAY-17
05922KYT0,MD,24-JUL-17
059231D80,MD,16-FEB-17
059231D98,MD,27-JAN-17
059231E22,MD,06-JUN-17
059231H60,MD,13-DEC-17
059231H78,MD,27-JAN-17
059231XV7,MD,16-DEC-16
3556943N8,MD,25-APR-17
3556944Z0,MD,23-SEP-16
35569PCG6,MD,07-DEC-17
35569PCH4,MD,11-JAN-18
35569PCP6,MD,07-DEC-17
355748SZ8,MD,20-JUN-17
355748TP9,MD,09-FEB-17
4124863M2,MD,25-APR-17
4124866A5,MD,19-DEC-17
4124866V9,MD,28-APR-16
412487BS8,MD,31-JAN-17
412487FA3,MD,20-JUL-17
4425653F2,MD,12-OCT-17
44256PAD5,MD,19-OCT-17
44256PGG2,MD,17-JAN-18
44256PHX4,MD,21-JUN-17
574140Z85,MD,05-JUN-17
5741924M9,MD,22-JUL-16
5741925G1,MD,05-SEP-17
5741925Z9,MD,28-APR-16
574193AR9,MD,02-NOV-17
574193EL8,MD,14-SEP-17
574193GR3,MD,13-JAN-17
574193KC1,MD,24-AUG-17
574193KM9,MD,22-SEP-17
574193MQ8,MD,30-NOV-17
574193MR6,MD,27-JUL-17
574193MW5,MD,12-JAN-17
574193NK0,MD,29-DEC-17
574193NP9,MD,09-NOV-17
574193PE2,MD,28-DEC-17
574193PS1,MD,31-AUG-17
574203NB7,MD,29-MAR-16
574203NC5,MD,21-NOV-17
574203NE1,MD,19-OCT-17
574203NM3,MD,27-SEP-16
574204E66,MD,28-OCT-16
574204E82,MD,08-AUG-17
574204H63,MD,21-DEC-17
574204J20,MD,14-SEP-17
574204UU5,MD,12-DEC-17
574204VQ3,MD,23-OCT-17
574204VR1,MD,16-MAY-17
574204ZA4,MD,17-MAR-16
574204ZR7,MD,04-JAN-17
5742182P7,MD,18-AUG-17
5742182Q5,MD,16-AUG-17
5742183V3,MD,01-NOV-17
5742183W1,MD,01-NOV-17
5742183X9,MD,10-NOV-17
5742183Y7,MD,16-NOV-17
574218M91,MD,26-OCT-16
574218T52,MD,16-MAR-17
574218UE1,MD,18-MAR-16
574218UL5,MD,02-NOV-17
574218YG2,MD,18-MAR-16
574218YJ6,MD,26-SEP-17
574218YK3,MD,08-MAY-17
574218YM9,MD,22-JUL-16
574300GQ6,MD,14-DEC-17
574300KW8,MD,12-JUL-17
574300LD9,MD,01-AUG-17
574306HK5,MD,19-OCT-17
57430YBL8,MD,28-DEC-17
6133406N3,MD,08-NOV-17
6133406S2,MD,07-NOV-17
7417012A3,MD,16-NOV-16
7417012L9,MD,22-AUG-17
7417013F1,MD,06-SEP-17
7417013G9,MD,06-DEC-17
7417013H7,MD,03-NOV-17
741701S23,MD,18-MAY-17
741701S64,MD,01-NOV-17
741701XW1,MD,17-MAY-16
748233QK2,MD,21-APR-17
748233TP8,MD,21-MAR-17
7742172J1,MD,10-JUN-16
774221AH8,MD,07-NOV-17
774221CR4,MD,03-OCT-16
792554XB8,MD,02-AUG-16
792554XC6,MD,27-JUL-16
792554XD4,MD,27-JUL-16
792554XV4,MD,16-NOV-17
874160KG8,MD,13-SEP-17
9144022S0,MD,18-JAN-17
9144023X8,MD,29-DEC-17
9144024D1,MD,13-FEB-17
9144024N9,MD,01-JUL-16
9144025F5,MD,27-APR-17
914402B92,MD,24-MAY-16
914402G30,MD,23-AUG-17
914402J60,MD,01-AUG-16
914402S37,MD,09-MAY-17
914402S52,MD,17-OCT-17
9377513H6,MD,21-SEP-17
9377516T7,MD,22-JUN-16
9377517N9,MD,10-MAY-16
9377517S8,MD,10-MAY-17
9377518E8,MD,23-JUN-17
937751X34,MD,02-MAY-17
940157E63,MD,15-JUN-17
940157RS1,MD,21-AUG-17
940157RT9,MD,11-DEC-17
940157T26,MD,12-DEC-17
940157T34,MD,10-JAN-18
940157T59,MD,27-NOV-17
940157T75,MD,22-JAN-18
940157TK6,MD,18-OCT-17
940157UB4,MD,26-JAN-17
940157UF5,MD,08-SEP-17
940157VR8,MD,21-SEP-16
981202PL2,MD,09-FEB-17
56045RWM7,ME,14-DEC-17
56045RWR6,ME,31-MAY-17
56045RXT1,ME,26-APR-17
035555PL9,MI,08-AUG-17
035555PY1,MI,06-JUL-16
035555PZ8,MI,30-JUN-16
094149JW2,MI,24-FEB-16
129271QZ8,MI,01-AUG-16
129271RA2,MI,24-OCT-17
129271RJ3,MI,27-DEC-16
154123XP3,MI,15-AUG-17
182252UB0,MI,08-FEB-17
182252VT0,MI,22-MAR-17
242559PZ9,MI,22-DEC-17
273389JE7,MI,16-NOV-17
273389JT4,MI,01-JUN-17
273389KD7,MI,01-JUN-17
315361KM6,MI,06-OCT-16
315361KN4,MI,01-MAR-17
315361LA1,MI,06-OCT-16
37251PAX0,MI,18-JUL-17
37251PAY8,MI,23-MAR-16
37251PBA9,MI,13-JUN-16
386289HZ8,MI,18-MAY-16
386289JS2,MI,21-MAR-17
386289JT0,MI,26-AUG-16
386289KN1,MI,03-FEB-16
386289LA8,MI,03-FEB-16
386316NE9,MI,08-SEP-16
386316NF6,MI,08-SEP-16
483233NS7,MI,10-MAR-17
483270FM1,MI,28-JAN-16
483270FP4,MI,28-JAN-16
483270GN8,MI,19-JUL-16
483270GP3,MI,12-AUG-16
483270GQ1,MI,14-JUL-16
4902784S4,MI,27-SEP-17
4902784U9,MI,19-JAN-17
4902786M5,MI,23-SEP-16
490278Z50,MI,22-DEC-16
5386028D8,MI,30-AUG-17
53860RAY4,MI,18-FEB-16
53860RBD9,MI,29-FEB-16
554885L43,MI,28-SEP-17
55539PCE6,MI,25-OCT-17
55539PCS5,MI,19-JUL-17
577056JR6,MI,06-JUL-17
59447P5Y3,MI,25-JUL-17
59447P6F3,MI,19-JUL-17
59447PHU8,MI,07-JUN-17
59447PQH7,MI,02-JUN-17
59447PQK0,MI,22-JUN-16
59447PQL8,MI,18-OCT-17
59447PTR2,MI,22-DEC-16
59447PTW1,MI,22-NOV-16
59447PTX9,MI,09-JUN-16
59447TAH6,MI,12-APR-16
59447TGP2,MI,02-FEB-16
59447TGW7,MI,03-AUG-17
59447THA4,MI,09-MAR-16
59447THC0,MI,21-JUN-16
59447TNV1,MI,19-SEP-17
59447TNW9,MI,04-JAN-18
59447TPQ0,MI,23-FEB-17
59447TQG1,MI,09-JAN-18
59455TE40,MI,02-JUN-17
594612CA9,MI,09-JUN-16
594612CB7,MI,12-JUL-16
594612CJ0,MI,05-OCT-17
594612CK7,MI,19-DEC-17
594612CL5,MI,29-DEC-16
594612CQ4,MI,14-AUG-17
594612DM2,MI,28-SEP-17
594615BE5,MI,22-JAN-16
594712RE3,MI,25-JUL-17
594712SQ5,MI,07-NOV-16
594712TB7,MI,04-OCT-16
594712TE1,MI,23-JAN-18
594712TS0,MI,02-FEB-17
594712TV3,MI,27-OCT-17
670012W74,MI,20-APR-16
672411N43,MI,24-AUG-17
672423VU1,MI,21-JUN-17
673475CH0,MI,19-JUL-16
673475CQ0,MI,25-MAY-16
673475CR8,MI,08-JUN-17
673475CV9,MI,11-MAR-16
673588DR7,MI,16-JUN-16
673588EY1,MI,07-FEB-17
673588FX2,MI,19-DEC-17
673588GS2,MI,31-AUG-17
689225VW7,MI,12-APR-16
729429NL0,MI,01-MAR-16
729429NU0,MI,07-MAR-17
780486GM2,MI,08-FEB-17
780486GN0,MI,17-FEB-17
914455HS2,MI,23-FEB-16
914455KM1,MI,28-DEC-16
914455NE6,MI,06-OCT-17
914455PM6,MI,27-SEP-17
914455PS3,MI,24-OCT-17
914455QA1,MI,31-MAY-17
914455QK9,MI,04-APR-17
914455QL7,MI,12-OCT-17
914455QZ6,MI,10-MAR-17
944514WC8,MI,10-NOV-17
944514XT0,MI,28-SEP-17
944514XY9,MI,28-SEP-17
944514XZ6,MI,28-SEP-17
944514YA0,MI,28-SEP-17
944514YB8,MI,28-SEP-17
955023QY5,MI,27-OCT-17
958638SU3,MI,25-FEB-16
958638TL2,MI,21-APR-16
958638UC0,MI,16-MAY-16
958638UF3,MI,26-AUG-16
958638VE5,MI,04-JAN-18
425507DD9,MN,13-JUL-17
591852E61,MN,10-JAN-18
603695HY6,MN,31-MAR-17
603695HZ3,MN,22-SEP-17
60374VDE0,MN,14-SEP-17
60374VDL4,MN,10-OCT-17
60375BBA3,MN,25-FEB-16
60375BBG0,MN,14-OCT-16
603827VR4,MN,27-JUL-17
603827VS2,MN,03-FEB-16
603827VT0,MN,13-JUL-16
603827VX1,MN,08-AUG-17
603827WT9,MN,15-NOV-17
603827WV4,MN,08-JAN-18
603827XG6,MN,05-JAN-18
603827XK7,MN,03-FEB-17
603827YF7,MN,15-MAR-17
603827YK6,MN,07-DEC-16
603827YL4,MN,07-DEC-16
603827YM2,MN,07-DEC-16
603827YN0,MN,07-DEC-16
603827YP5,MN,07-DEC-16
603827YZ3,MN,07-DEC-16
6041295D4,MN,11-JAN-18
60412AED1,MN,11-JUL-17
60412AEM1,MN,08-JAN-16
60412AEU3,MN,02-NOV-16
60412AEW9,MN,29-DEC-16
60412ALJ0,MN,11-JAN-18
60412AMB6,MN,03-JAN-18
60412PDM9,MN,03-FEB-16
60412PDN7,MN,09-AUG-16
60412PEF3,MN,28-JUL-17
60412PEG1,MN,26-APR-17
60412PEP1,MN,29-DEC-17
60412PFC9,MN,05-APR-17
60412PFG0,MN,29-JUL-16
60412PFH8,MN,29-JUL-16
60412PFJ4,MN,29-JUL-16
60412PFK1,MN,27-SEP-16
60412PFM7,MN,05-JUN-17
60412PFW5,MN,18-AUG-16
60412PFX3,MN,29-JUL-16
60416H3A0,MN,28-APR-17
60416H3B8,MN,28-APR-17
60416H3C6,MN,31-AUG-17
60416H3D4,MN,28-APR-17
60416H3E2,MN,28-APR-17
60416H3F9,MN,28-APR-17
60416H3V4,MN,11-JAN-18
713805EQ8,MN,05-FEB-16
713805ER6,MN,05-FEB-16
713805ES4,MN,05-FEB-16
713805EU9,MN,05-FEB-16
713805EV7,MN,19-OCT-16
77158PFR8,MN,03-JUL-17
77158PFS6,MN,11-JAN-17
77158PFT4,MN,12-JAN-17
77158PFU1,MN,12-JAN-17
77158PGE6,MN,11-JAN-17
771902GZ0,MN,15-SEP-16
78916VCY4,MN,08-FEB-16
78916VCZ1,MN,08-JUN-17
78916VDL1,MN,30-JAN-17
78916VDM9,MN,14-DEC-16
78916VDR8,MN,26-APR-16
792895Q80,MN,28-APR-17
792905CY5,MN,15-JUN-17
792909ER0,MN,11-AUG-17
792909EW9,MN,11-AUG-17
792909EX7,MN,11-AUG-17
792909EY5,MN,11-AUG-17
792909EZ2,MN,25-SEP-17
792909FA6,MN,11-AUG-17
792909FB4,MN,25-SEP-17
792909FC2,MN,11-AUG-17
792909FE8,MN,11-AUG-17
792909FM0,MN,22-JAN-18
843375A55,MN,12-SEP-16
843375A89,MN,18-MAY-17
843375A97,MN,03-OCT-16
843375B21,MN,13-APR-17
914460NU0,MN,30-MAR-16
914460NV8,MN,30-MAR-16
914460PJ3,MN,29-SEP-17
937785UV3,MN,30-NOV-17
081005KC3,MO,08-SEP-17
081005KD1,MO,09-JAN-18
081005KE9,MO,08-SEP-17
081005KF6,MO,08-SEP-17
081005KG4,MO,08-SEP-17
081005KH2,MO,08-SEP-17
081005KN9,MO,07-NOV-17
081005KP4,MO,08-SEP-17
231266FP7,MO,03-FEB-17
231266FX0,MO,15-FEB-17
231266GW1,MO,23-JAN-18
231266GZ4,MO,02-NOV-16
231266JK4,MO,07-NOV-17
231266JL2,MO,06-DEC-17
231266LK1,MO,16-MAR-17
453722NL0,MO,14-JUN-17
453722NM8,MO,14-JUN-17
484873KL7,MO,23-AUG-16
484873KM5,MO,17-AUG-16
484873LG7,MO,17-FEB-17
592481CZ6,MO,20-JAN-16
592481DD4,MO,26-APR-16
592481GB5,MO,14-NOV-17
592481GP4,MO,19-AUG-16
592481JE6,MO,26-JAN-17
592481JK2,MO,06-DEC-17
592481JL0,MO,06-DEC-17
592481JP1,MO,06-DEC-17
592481JT3,MO,06-DEC-17
592481JV8,MO,29-DEC-17
592481JW6,MO,06-DEC-17
606033BH0,MO,09-JAN-18
606092FS8,MO,14-NOV-17
606092FW9,MO,11-MAY-16
606092FX7,MO,05-MAY-17
606092GA6,MO,07-APR-17
606092HF4,MO,19-SEP-16
606092HP2,MO,29-JUN-16
606092HT4,MO,26-JUN-17
606092HX5,MO,27-DEC-17
606092KX1,MO,22-JAN-18
606092LC6,MO,23-JUN-17
606092LF9,MO,19-DEC-16
606092LN2,MO,15-DEC-17
606092LP7,MO,15-DEC-17
606094BQ2,MO,14-DEC-17
606094BR0,MO,14-DEC-17
606094BS8,MO,14-DEC-17
606094BT6,MO,14-DEC-17
606094BU3,MO,14-DEC-17
60635R6J1,MO,17-FEB-17
60636P3X6,MO,23-JAN-18
60636PA34,MO,05-OCT-16
60636PN89,MO,06-APR-17
60636PS68,MO,20-APR-16
60636UBJ7,MO,16-AUG-16
60636UCS6,MO,07-NOV-17
60636UCV9,MO,07-JUL-16
60636UDA4,MO,30-AUG-16
60636UDB2,MO,21-DEC-16
60636UDC0,MO,18-OCT-17
60636WJH9,MO,03-FEB-17
60636WMG7,MO,14-MAR-16
60636WNH4,MO,10-FEB-17
60636WPT6,MO,06-DEC-17
60636WPU3,MO,22-SEP-16
60636WQC2,MO,18-APR-17
60636WRG2,MO,21-APR-16
60636WRJ6,MO,26-JUN-17
60636WRN7,MO,07-NOV-17
60636WRQ0,MO,07-JUL-16
60637AGH9,MO,25-JAN-17
676193LN3,MO,06-DEC-17
676193LS2,MO,31-MAR-16
676193LV5,MO,12-APR-16
676193MK8,MO,10-APR-17
676193MT9,MO,04-AUG-17
791319HS8,MO,23-FEB-16
791319KD7,MO,23-JAN-18
791319KG0,MO,29-SEP-16
791434WR0,MO,16-MAR-16
791638D63,MO,09-JUN-17
791638D71,MO,29-DEC-17
791638D89,MO,09-JUN-17
791638D97,MO,09-JUN-17
791638E21,MO,09-JUN-17
791638F87,MO,20-JUL-17
851018KP5,MO,11-JAN-18
851035SG1,MO,04-APR-17
851035SL0,MO,26-JUL-16
851035SS5,MO,11-OCT-16
851035TP0,MO,16-JAN-18
85227LCD1,MO,01-MAR-17
85227LCE9,MO,13-OCT-16
85227LCG4,MO,16-FEB-17
85227LCH2,MO,30-SEP-16
85227LCJ8,MO,25-JAN-17
605581BJ5,MS,26-FEB-16
605699RC3,MS,01-DEC-17
605699RD1,MS,01-DEC-17
605699RE9,MS,01-DEC-17
605699RF6,MS,01-DEC-17
605699RG4,MS,18-JAN-18
605699RH2,MS,03-JAN-18
784532HS5,MS,04-DEC-17
914476SD9,MS,31-MAR-16
914476SE7,MS,31-MAR-16
037591NB6,NC,25-FEB-16
037591QB3,NC,02-MAY-16
044037BL2,NC,05-DEC-17
120525BM1,NC,24-APR-17
120525CY4,NC,23-JAN-18
120525DE7,NC,29-AUG-17
120525DL1,NC,17-FEB-17
120532KN5,NC,25-JUL-17
120532KP0,NC,22-JUN-17
139391EA0,NC,29-AUG-17
147051TL0,NC,18-JAN-18
147051VZ6,NC,28-NOV-17
147051WE2,NC,27-SEP-17
159429UJ6,NC,01-JUN-17
160853PS0,NC,10-MAR-17
160853RQ2,NC,03-MAR-17
160853SC2,NC,07-DEC-17
160853SE8,NC,07-JUL-17
161035AQ3,NC,12-MAY-17
161035ES5,NC,31-MAY-17
161035FQ8,NC,05-APR-17
161035FR6,NC,20-OCT-17
161035GT1,NC,07-DEC-17
161036HT8,NC,19-MAY-16
161036HU5,NC,20-OCT-16
161036LW6,NC,31-OCT-17
161036LZ9,NC,11-JAN-18
161036NW4,NC,20-JUN-17
161045GZ6,NC,22-JUN-16
161045KW8,NC,10-OCT-17
161045MJ5,NC,28-MAR-16
161045MK2,NC,17-JAN-18
161045NB1,NC,22-MAY-17
16104PFP5,NC,27-MAY-16
16104PFR1,NC,18-JAN-18
266705L75,NC,22-AUG-17
266705N73,NC,10-OCT-17
266778HE2,NC,02-MAR-17
266780AG0,NC,08-AUG-16
266780CC7,NC,20-JUN-17
266818AZ6,NC,07-MAR-17
271371WZ5,NC,13-JUL-16
271371XA9,NC,23-MAY-17
271371XC5,NC,28-JAN-16
271371XH4,NC,29-JUN-16
346623BT7,NC,31-AUG-17
346623DU2,NC,02-MAY-16
346623DV0,NC,16-NOV-17
346623DW8,NC,05-JUL-17
346623EE7,NC,10-OCT-17
346623FM8,NC,06-MAR-17
395468EP2,NC,30-NOV-17
395468JT9,NC,05-FEB-16
401784A86,NC,05-SEP-17
401784B44,NC,18-SEP-17
401784J53,NC,02-NOV-17
401784J79,NC,09-NOV-17
401784K69,NC,27-NOV-17
401784K93,NC,02-NOV-17
401784WL3,NC,16-MAY-17
401784YB3,NC,17-MAR-17
401784ZY2,NC,22-JUN-16
401784ZZ9,NC,08-MAY-17
584002MW6,NC,24-MAY-17
584002PW3,NC,27-JUL-17
584002PZ6,NC,15-NOV-17
584002QJ1,NC,20-APR-17
584002QT9,NC,24-JUL-17
584002RU5,NC,17-JAN-18
584002SZ3,NC,18-DEC-17
584002TX7,NC,04-JAN-17
584002UB3,NC,15-SEP-16
584002UC1,NC,15-SEP-16
584002UE7,NC,15-SEP-16
584002UN7,NC,02-FEB-17
584002UR8,NC,20-DEC-17
584002VE6,NC,09-NOV-17
611190DF3,NC,21-NOV-17
611190DV8,NC,28-DEC-16
611190DY2,NC,21-JUL-16
658187GL7,NC,02-MAR-17
658187GN3,NC,04-MAY-17
658187GP8,NC,04-JAN-17
658187GQ6,NC,17-OCT-17
658187GR4,NC,01-JUN-17
658187HA0,NC,10-JAN-17
65818PKC2,NC,08-JUL-16
65818PKD0,NC,08-JUL-16
65818PKF5,NC,23-JUN-17
6582034H4,NC,01-MAR-17
6582034K7,NC,06-OCT-17
658203T95,NC,18-JAN-18
658203U36,NC,14-DEC-17
658203X25,NC,16-NOV-17
658203X33,NC,29-DEC-17
658203X74,NC,09-NOV-17
658203X82,NC,03-NOV-17
658203Y32,NC,16-JAN-18
65821DMG3,NC,29-NOV-16
65821DRV5,NC,01-FEB-16
6582562G6,NC,18-DEC-17
6582562Z4,NC,24-JUL-17
658256H47,NC,27-NOV-17
658256L83,NC,16-NOV-16
658256Q96,NC,25-SEP-17
658256R61,NC,21-SEP-16
658256S52,NC,26-APR-16
658256S94,NC,23-JUN-16
658256T85,NC,10-OCT-17
658256Z47,NC,23-JAN-18
65825PBR0,NC,21-JUL-17
65825PCU2,NC,08-AUG-17
658289C76,NC,28-SEP-17
658289D34,NC,01-AUG-17
658289E41,NC,01-SEP-17
65829QBP8,NC,30-OCT-17
65829QCD4,NC,04-MAY-17
65829QCW2,NC,17-OCT-17
751073JY4,NC,27-JUN-17
751091LC1,NC,12-DEC-17
751091ND7,NC,07-APR-17
751091SA8,NC,10-OCT-17
751091SB6,NC,18-FEB-16
751091SK6,NC,27-APR-16
751091SZ3,NC,24-JAN-17
914710GP7,NC,28-SEP-17
914710GR3,NC,09-MAR-17
914710GS1,NC,09-MAR-17
914710GU6,NC,04-OCT-17
914710GW2,NC,09-MAR-17
914710GX0,NC,11-OCT-17
914710GZ5,NC,23-AUG-17
914710HB7,NC,15-MAR-17
914710HH4,NC,09-MAR-17
914716C94,NC,04-APR-16
914716D69,NC,11-OCT-17
914716F67,NC,15-SEP-17
914716F91,NC,15-SEP-17
914716G25,NC,16-NOV-17
914716H40,NC,03-OCT-17
914716J71,NC,06-DEC-17
914716J89,NC,06-DEC-17
914716J97,NC,06-DEC-17
914716K20,NC,06-DEC-17
914716XD2,NC,06-JUN-17
914716ZQ1,NC,01-AUG-17
914719SX8,NC,19-SEP-16
914719SY6,NC,28-SEP-17
914719TC3,NC,16-NOV-17
914719UG2,NC,25-OCT-17
914719UT4,NC,17-NOV-17
914719UU1,NC,17-NOV-17
914719UV9,NC,17-NOV-17
91472TAW4,NC,08-JUN-16
91472TAX2,NC,08-JUN-16
91472TAY0,NC,08-JUN-16
91472TAZ7,NC,07-JUN-17
91472TBA1,NC,03-JAN-18
91472TBB9,NC,30-MAY-17
9308633D5,NC,12-MAY-17
9308636A8,NC,25-OCT-16
9308636B6,NC,13-NOV-17
930863P82,NC,08-AUG-16
930863T62,NC,16-JAN-18
930863T88,NC,29-NOV-17
945863PH5,NC,16-JUN-17
945863PJ1,NC,11-DEC-17
945863PU6,NC,16-JUN-17
945863PY8,NC,16-JUN-17
968389AC0,NC,25-APR-17
975673AF1,NC,22-AUG-17
975673BW3,NC,30-MAY-17
975673DC5,NC,14-JUL-17
259226CQ9,NE,05-JAN-18
259230MF4,NE,04-AUG-16
259230MK3,NE,05-JUL-17
259230MU1,NE,05-AUG-16
259230NJ5,NE,19-MAY-17
625914HX7,NE,05-JUL-16
63968AH24,NE,17-OCT-17
63968AH40,NE,27-FEB-17
63968AH57,NE,07-FEB-17
63968AJ55,NE,27-JAN-16
63968AJ63,NE,28-SEP-17
63968AJ89,NE,27-SEP-17
63968AN35,NE,10-NOV-17
63968AN92,NE,19-OCT-16
63968AP25,NE,19-OCT-16
63968AP33,NE,19-OCT-16
63968AQ65,NE,19-OCT-16
63968AS71,NE,19-OCT-16
63968ASB2,NE,26-APR-17
63968ASX4,NE,17-AUG-17
63968AT54,NE,13-OCT-17
63968AT96,NE,23-MAR-17
63968ATD7,NE,19-AUG-16
63968ATQ8,NE,18-SEP-17
63968AU29,NE,23-JUN-17
63968AV28,NE,23-MAR-17
63968AV36,NE,23-MAR-17
63968AWM3,NE,29-DEC-17
63968AWU5,NE,06-JUN-17
63968AYP4,NE,18-APR-17
63968AZP3,NE,21-JUL-17
6817936S9,NE,05-FEB-16
682001CR1,NE,16-NOV-16
682001DQ2,NE,16-NOV-16
682001EZ1,NE,14-AUG-17
682001FX5,NE,05-DEC-17
682004DV5,NE,26-MAY-16
682004ES1,NE,05-JUL-16
682004FD3,NE,08-MAR-16
682004FG6,NE,18-JUL-17
914639HR3,NE,02-MAR-17
6446142M0,NH,14-JUL-17
64461XCD5,NH,15-NOV-17
64461XCE3,NH,15-NOV-17
64465PPP7,NH,02-MAY-17
64465PQ27,NH,30-JUN-16
083763HH8,NJ,14-JUN-16
083763NP3,NJ,06-JUL-17
083763PL0,NJ,17-JUN-16
083763QG0,NJ,19-JUN-17
083763QJ4,NJ,06-JUN-17
083774GU7,NJ,16-OCT-17
083774GZ6,NJ,08-NOV-16
083774KR9,NJ,18-SEP-17
083774KS7,NJ,14-DEC-17
083778KM1,NJ,09-AUG-17
085311PF9,NJ,21-DEC-16
085383DR5,NJ,11-AUG-17
107889UF2,NJ,12-JUL-17
107889UN5,NJ,12-JUL-17
107889UQ8,NJ,08-AUG-17
107889UT2,NJ,01-AUG-17
121646CD3,NJ,01-NOV-17
121646CK7,NJ,01-NOV-17
162276FU8,NJ,23-MAY-17
230563BG2,NJ,15-JUN-17
230568BQ9,NJ,21-APR-17
280335JM3,NJ,06-OCT-16
280335JP6,NJ,29-MAR-17
282305GG0,NJ,19-SEP-17
282317LT1,NJ,26-FEB-16
296804RR0,NJ,13-OCT-16
296804YU5,NJ,22-SEP-17
296804YV3,NJ,22-SEP-17
296804YW1,NJ,04-OCT-17
296804ZK6,NJ,26-SEP-17
296804ZL4,NJ,26-SEP-17
296809RG3,NJ,18-JAN-18
29680PEX4,NJ,12-DEC-17
29680PFJ4,NJ,19-JAN-18
29680PFL9,NJ,01-NOV-17
29680PFN5,NJ,04-DEC-17
347703AF7,NJ,20-OCT-17
347703AP5,NJ,01-DEC-17
366688DS5,NJ,31-MAR-17
377784FP3,NJ,22-FEB-16
3796992C4,NJ,04-JAN-18
3796992N0,NJ,20-JUN-17
379699U82,NJ,27-OCT-16
379699U90,NJ,22-JUN-16
379699V24,NJ,21-JUL-16
37970MEV7,NJ,02-NOV-16
37970PGF3,NJ,30-MAY-17
37970PGG1,NJ,16-FEB-17
37970PHY1,NJ,07-SEP-17
439632MC1,NJ,28-NOV-16
439632ME7,NJ,22-SEP-17
443726B29,NJ,24-FEB-17
443726N75,NJ,07-JUL-17
443726R71,NJ,11-FEB-16
443726V76,NJ,21-DEC-16
443726V84,NJ,05-JUL-16
443726V92,NJ,24-JUN-16
443726W34,NJ,06-OCT-16
