CUSIP,State,LastTradeDate
342816J63,FL,07-JUL-16
342816J71,FL,05-JAN-18
342816N84,FL,07-JUL-17
342816N92,FL,27-SEP-17
342816P25,FL,14-JUN-17
3431365C7,FL,27-OCT-16
3431367P6,FL,08-NOV-17
343137BG9,FL,10-AUG-17
348073CA3,FL,13-JUN-17
348073CZ8,FL,24-AUG-16
348073DB0,FL,15-AUG-17
392274U53,FL,01-SEP-17
402253DM7,FL,03-JAN-18
432308F74,FL,27-APR-16
46613C6X8,FL,01-JUN-17
46613CWM3,FL,02-JUN-17
46613CXR1,FL,09-NOV-16
46613QLK8,FL,17-JAN-17
46613SDM9,FL,01-FEB-17
469487FT4,FL,13-MAY-16
469487KN1,FL,19-JUL-17
469487LV2,FL,29-DEC-17
469494AC2,FL,09-JAN-17
469494AE8,FL,21-FEB-17
51166FDY2,FL,03-JAN-18
51166FEA3,FL,06-DEC-17
593241BM3,FL,30-NOV-17
593241BY7,FL,22-JAN-18
593338AL0,FL,29-DEC-17
593338AS5,FL,07-JUN-17
593338AT3,FL,17-JAN-18
59333FNX4,FL,18-AUG-16
59333FRQ5,FL,14-JUL-16
59333FRU6,FL,03-OCT-17
59333FRV4,FL,07-APR-17
59333FSW1,FL,07-OCT-16
59333FTA8,FL,15-MAR-17
59333MP33,FL,25-MAY-17
59333MP74,FL,13-JUN-17
59333MT47,FL,25-JUL-16
59333MT54,FL,01-AUG-17
59333NUB7,FL,04-AUG-17
59333NUJ0,FL,23-AUG-16
59333NXX6,FL,19-JUN-17
59333NYK3,FL,02-MAY-17
59333NYP2,FL,05-JAN-17
59333NZY2,FL,30-JUN-17
59333PD62,FL,25-FEB-16
59333PE20,FL,11-APR-16
59333PE53,FL,08-FEB-17
59333PF29,FL,03-JUL-17
59333PM62,FL,18-AUG-17
59333PN61,FL,01-FEB-16
59333PN79,FL,11-OCT-17
59333PS25,FL,23-MAY-17
59333PS58,FL,09-DEC-16
59333PS90,FL,16-JAN-18
59333PT32,FL,28-DEC-17
59333PT40,FL,15-NOV-17
59333PT57,FL,12-JAN-18
59333PU30,FL,29-AUG-17
59333PXT0,FL,03-JUL-17
59333PY36,FL,27-DEC-16
59333PY44,FL,15-FEB-17
59333PZA9,FL,09-MAR-17
59333PZK7,FL,23-JUN-17
59333RDH4,FL,15-JUN-17
59333RFJ8,FL,15-AUG-17
59333RGP3,FL,29-SEP-17
59333RGY4,FL,09-AUG-17
59333TDN7,FL,20-DEC-17
59333TEM8,FL,23-MAY-17
59333TEN6,FL,24-AUG-17
59333TES5,FL,02-MAY-17
59333TEU0,FL,27-APR-17
59334DDY7,FL,13-JUN-17
59334DGM0,FL,28-JUN-17
59334DHW7,FL,15-AUG-17
59334DHX5,FL,27-APR-16
59334DHY3,FL,11-OCT-17
59334DJB1,FL,28-DEC-16
59334DJD7,FL,07-DEC-17
59334DJT2,FL,07-DEC-17
59334DKA1,FL,07-DEC-17
59334DKC7,FL,17-JAN-18
59334KGY8,FL,28-FEB-17
59334KJA7,FL,28-JUN-16
59334KJD1,FL,25-JUL-17
59334NCM2,FL,06-DEC-17
59334NCT7,FL,02-MAY-17
59334NCU4,FL,23-MAY-17
59334NDG4,FL,12-APR-17
59334NDH2,FL,12-APR-17
59334NDJ8,FL,12-APR-17
59334NDK5,FL,12-APR-17
59334NDL3,FL,12-APR-17
59334NDX7,FL,22-SEP-17
59334NDZ2,FL,22-SEP-17
59334PDP9,FL,04-AUG-17
59334PFF9,FL,12-JUN-17
610522BE3,FL,05-JUN-17
610522BN3,FL,06-JAN-17
610522BP8,FL,15-NOV-17
610522BQ6,FL,19-DEC-17
68450LAS4,FL,05-APR-17
68450LDW2,FL,18-JAN-17
68450LEB7,FL,27-SEP-17
68450LED3,FL,07-FEB-17
68450LEG6,FL,19-JUL-16
68450LEN1,FL,26-JAN-17
68450LEQ4,FL,13-JUN-17
684545B21,FL,06-JUN-17
686500BW8,FL,05-JAN-18
686500BX6,FL,03-NOV-17
686500BY4,FL,28-DEC-16
686500CA5,FL,25-AUG-16
686500CF4,FL,26-MAY-17
686500CH0,FL,08-DEC-16
686507ES9,FL,03-NOV-17
686507GA6,FL,22-JUN-17
686507GU2,FL,21-DEC-17
686507HU1,FL,18-JAN-18
686507HV9,FL,18-JAN-18
686507HZ0,FL,18-JAN-18
686543TL3,FL,04-MAY-17
686543TM1,FL,16-JAN-18
686543TP4,FL,21-DEC-16
686543TR0,FL,09-NOV-17
686543TX7,FL,06-APR-17
686543UN7,FL,29-DEC-17
686543UT4,FL,10-APR-17
696543NZ6,FL,15-NOV-16
696543PD3,FL,28-DEC-16
696543RD1,FL,21-AUG-17
696572JV9,FL,30-NOV-16
696583FB4,FL,19-JAN-18
735352PX8,FL,11-AUG-16
735352PY6,FL,11-AUG-16
735352PZ3,FL,16-MAY-17
735352QA7,FL,15-AUG-17
735352QB5,FL,11-AUG-16
735352QC3,FL,03-JAN-18
735352QD1,FL,26-OCT-17
87515EAY0,FL,04-APR-17
87515EBC7,FL,11-JAN-18
875290WW4,FL,18-AUG-17
875301FP3,FL,07-NOV-17
875301FR9,FL,07-DEC-17
875301FU2,FL,07-DEC-17
875301GM9,FL,07-DEC-17
976002CC7,FL,13-DEC-17
976002CF0,FL,14-APR-16
047061CQ7,GA,02-MAR-17
047061CS3,GA,12-OCT-17
04780MMJ5,GA,12-DEC-17
04780MRG6,GA,08-AUG-17
04780MRJ0,GA,02-JUN-17
04780NLB1,GA,15-NOV-17
04780NLC9,GA,14-NOV-17
04780NLD7,GA,03-OCT-17
04780NLE5,GA,17-AUG-17
04780NLF2,GA,17-AUG-17
04780TCN2,GA,29-AUG-17
04780TCP7,GA,20-OCT-17
04780TCQ5,GA,30-OCT-17
04780TCR3,GA,11-APR-17
04780TCT9,GA,21-DEC-17
047870AY6,GA,06-DEC-17
047870LT5,GA,27-DEC-16
047870LW8,GA,13-APR-17
047870MS6,GA,05-JUL-17
047870MX5,GA,09-JAN-18
047870NE6,GA,31-OCT-17
047870NF3,GA,01-AUG-17
047870NP1,GA,26-APR-17
047870NR7,GA,03-NOV-17
120334EU7,GA,27-JUL-17
120334EV5,GA,27-JUL-17
120334EW3,GA,27-JUL-17
120334EX1,GA,27-JUL-17
120334EY9,GA,26-SEP-17
120334EZ6,GA,27-JUL-17
120334FA0,GA,27-JUL-17
120334FF9,GA,27-JUL-17
164231LS9,GA,08-AUG-16
164231MJ8,GA,28-MAR-17
164231MK5,GA,08-SEP-17
164231MU3,GA,19-OCT-17
164231NA6,GA,20-MAY-16
190813NW1,GA,12-SEP-16
190813NX9,GA,29-DEC-16
190813NY7,GA,13-MAY-16
190813NZ4,GA,24-JAN-17
190813PA7,GA,05-JUL-16
190813PE9,GA,22-APR-16
190813PL3,GA,25-SEP-17
190813PM1,GA,08-NOV-16
199144VG8,GA,06-JUL-17
199144VX1,GA,06-APR-16
199144WA0,GA,17-OCT-17
199144WG7,GA,07-NOV-17
199144WL6,GA,09-MAY-16
199144WM4,GA,06-APR-16
23378RFA9,GA,04-JAN-18
23378RFB7,GA,07-DEC-17
23378RFC5,GA,07-DEC-17
23378RFD3,GA,07-DEC-17
23378RFE1,GA,07-DEC-17
23378RFF8,GA,07-DEC-17
23378RFM3,GA,07-DEC-17
23378RFQ4,GA,07-DEC-17
240523UH1,GA,23-JAN-18
240523YF1,GA,11-MAY-17
243109GN9,GA,04-MAR-16
243109GU3,GA,08-MAR-16
346593EX0,GA,22-DEC-17
346593GE0,GA,04-OCT-17
346593HQ2,GA,22-DEC-17
346604HH7,GA,16-JUN-16
346604HR5,GA,18-MAY-17
346604HT1,GA,23-AUG-16
346604JK8,GA,17-AUG-17
346604JM4,GA,17-AUG-17
346604JN2,GA,12-OCT-17
346609HQ6,GA,09-MAY-16
346609JL5,GA,16-JUN-16
346609JZ4,GA,25-APR-17
3599007T8,GA,13-NOV-17
3599007U5,GA,19-JAN-18
3599007V3,GA,22-JAN-18
36005FAK1,GA,15-DEC-17
362762LT1,GA,17-FEB-17
362762LU8,GA,23-AUG-17
3733843P9,GA,25-JUL-17
3733843Q7,GA,29-JUL-16
3733844D5,GA,21-NOV-17
3733846B7,GA,21-DEC-17
3733846T8,GA,07-FEB-17
3733846U5,GA,31-AUG-17
373384B70,GA,30-JUN-17
373384JH0,GA,02-MAY-17
373384RF5,GA,04-DEC-17
373384WT9,GA,01-MAR-16
373384YA8,GA,11-MAY-16
373384YH3,GA,02-NOV-17
373384Z90,GA,21-JUL-17
373385AL7,GA,16-OCT-17
373385AV5,GA,02-NOV-17
373511GB4,GA,29-JAN-16
373511GC2,GA,01-SEP-17
373511GD0,GA,16-OCT-17
373511GK4,GA,18-MAR-16
403720EL5,GA,21-APR-17
403720ER2,GA,02-JAN-18
403720ES0,GA,21-APR-17
403720ET8,GA,09-JAN-18
403720EU5,GA,26-JUL-17
403720EV3,GA,06-DEC-17
403720EW1,GA,23-MAY-17
403720EX9,GA,26-SEP-17
403720FA8,GA,22-AUG-17
403720FG5,GA,24-MAY-17
403720FQ3,GA,24-APR-17
403720FR1,GA,21-APR-17
403720FS9,GA,06-OCT-17
403720FT7,GA,13-DEC-17
403720FU4,GA,19-SEP-17
403720FV2,GA,18-JUL-17
403720FW0,GA,06-SEP-17
403720GE9,GA,11-OCT-17
403755B34,GA,12-JUL-17
403755R86,GA,09-JAN-18
403755R94,GA,21-MAR-17
403755S77,GA,02-MAR-16
403755U82,GA,22-JAN-16
403755U90,GA,28-DEC-16
403760GU9,GA,23-AUG-17
403760JE2,GA,24-JUL-17
403760JF9,GA,09-SEP-16
5917452A1,GA,24-MAY-17
5917453V4,GA,21-DEC-17
5917453Y8,GA,10-JAN-18
5917453Z5,GA,23-JAN-18
591745L85,GA,30-JUN-17
591745S96,GA,24-MAY-17
591745V84,GA,15-DEC-17
591745W42,GA,03-AUG-17
591745W59,GA,01-MAY-17
591745W67,GA,04-MAR-16
591745X58,GA,26-JUN-17
591745X66,GA,15-DEC-16
591745X82,GA,27-DEC-17
591745X90,GA,05-JUN-17
591745Y99,GA,18-APR-17
591745Z31,GA,18-APR-17
703600FL5,GA,22-JUN-17
703600FM3,GA,17-OCT-17
764581KG8,GA,09-FEB-17
80036RAJ9,GA,20-JUN-17
80036RAK6,GA,22-MAR-17
80036RAL4,GA,11-OCT-17
80036RAW0,GA,11-APR-17
886640HG9,GA,10-MAY-17
93342PDT0,GA,08-MAR-16
93342PDV5,GA,02-MAR-16
93342PDW3,GA,25-APR-17
419722L84,HI,19-JAN-18
419722N33,HI,04-FEB-16
419722T94,HI,06-SEP-17
4197912T4,HI,28-AUG-17
4197916F0,HI,17-NOV-17
4197916T0,HI,21-APR-17
419791T99,HI,04-JAN-17
419792AC0,HI,08-MAY-17
419792AL0,HI,12-FEB-16
419792AQ9,HI,28-APR-16
419792AX4,HI,25-SEP-17
419792BT2,HI,12-FEB-16
419792BV7,HI,20-JUL-17
419792CM6,HI,07-JUN-17
419792HV1,HI,22-MAR-17
419792JS6,HI,15-NOV-16
419792JZ0,HI,24-APR-17
419792LE4,HI,30-SEP-16
419792LF1,HI,30-SEP-16
419792LK0,HI,20-OCT-17
419792MF0,HI,31-MAR-17
419792MG8,HI,13-APR-17
419792MK9,HI,30-SEP-16
419792QQ2,HI,18-JAN-18
419794XJ6,HI,11-MAY-17
41981CJT8,HI,19-SEP-17
41981CLL2,HI,08-NOV-16
41981CMS6,HI,06-SEP-17
41981CMT4,HI,16-MAR-17
41981CMU1,HI,11-AUG-16
41981CNM8,HI,23-AUG-17
41981CNS5,HI,10-NOV-17
4386702C4,HI,11-MAY-16
4386702D2,HI,24-FEB-17
4386704A6,HI,20-MAR-17
4386704W8,HI,15-MAY-17
4386705G2,HI,05-JAN-18
438670J36,HI,29-APR-16
438670J44,HI,08-NOV-16
438670V73,HI,01-AUG-17
438670W23,HI,24-FEB-17
438670X48,HI,18-MAR-16
438670XU0,HI,24-JUN-16
438670Y54,HI,31-MAR-17
438670Z46,HI,21-MAR-17
438687BX2,HI,17-AUG-17
438687BY0,HI,23-AUG-17
438701C28,HI,05-APR-16
438701K60,HI,24-OCT-17
438701RM8,HI,20-DEC-17
438701SQ8,HI,01-DEC-17
438701YA6,HI,13-DEC-17
91428LKL9,HI,22-DEC-17
45032TAF0,IA,25-OCT-17
45032TAG8,IA,04-OCT-17
45032TAH6,IA,02-NOV-17
45032TAJ2,IA,18-JAN-18
45032TAK9,IA,08-JAN-18
45032TAM5,IA,29-SEP-17
45032TAN3,IA,30-OCT-17
462328AH8,IA,21-OCT-16
46246PLF6,IA,24-MAR-17
46256QDU7,IA,18-AUG-16
46256QFN1,IA,20-MAY-16
46256QGG5,IA,22-APR-16
46256QGH3,IA,12-MAY-17
46256QGP5,IA,21-JUN-17
46256QGW0,IA,07-NOV-17
46256QGX8,IA,29-DEC-16
462575BK6,IA,21-OCT-16
462575BN0,IA,04-NOV-16
462575BP5,IA,08-NOV-16
462575BQ3,IA,21-OCT-16
462575BW0,IA,21-OCT-16
462575CS8,IA,21-APR-17
462575CT6,IA,27-APR-17
462575CV1,IA,24-JUL-17
462575CW9,IA,22-JUN-17
462575CX7,IA,23-JUN-17
462575DD0,IA,21-JUN-17
462575DE8,IA,22-JUN-17
462575DF5,IA,08-JUN-17
462575DG3,IA,08-JUN-17
462575DM0,IA,21-JUN-17
462575DN8,IA,25-JUL-17
462575DP3,IA,08-JUN-17
462575EY3,IA,12-JAN-18
462575EZ0,IA,12-JAN-18
4625828A8,IA,20-DEC-17
4625828C4,IA,20-DEC-16
857536C87,IA,19-OCT-17
857536D37,IA,19-OCT-17
857536RH1,IA,19-FEB-16
857536TW6,IA,26-FEB-16
857536TX4,IA,26-FEB-16
857536TY2,IA,26-FEB-16
857536UC8,IA,26-FEB-16
857536UQ7,IA,09-AUG-17
857536VN3,IA,14-SEP-16
857536VP8,IA,09-SEP-16
914364TX2,IA,28-AUG-17
914364UB8,IA,15-JAN-16
097464B75,ID,17-JAN-17
097464C25,ID,13-JAN-17
451295XK0,ID,24-OCT-17
451295YB9,ID,01-DEC-17
45129UCC6,ID,24-NOV-17
653335BD0,ID,27-OCT-17
119535MQ2,IL,28-APR-16
167593A85,IL,25-JUL-17
167593B27,IL,07-SEP-17
167593B92,IL,21-JUN-17
167593C26,IL,14-JUL-17
167593C34,IL,21-JUN-17
167593C42,IL,21-JUN-17
167593C59,IL,21-JUN-17
167593D33,IL,22-AUG-17
167593G55,IL,17-JUL-17
167593JM5,IL,04-AUG-17
167593JT0,IL,21-SEP-17
167593JW3,IL,30-AUG-17
167593JX1,IL,23-MAY-17
167593JY9,IL,24-AUG-17
167593KD3,IL,05-SEP-17
167593MZ2,IL,23-JAN-18
167593NC2,IL,01-AUG-16
167593QW5,IL,01-DEC-17
167593RC8,IL,03-NOV-17
167593RF1,IL,30-AUG-17
167593UH3,IL,09-JAN-18
167593VJ8,IL,22-DEC-16
167593VK5,IL,12-JUL-17
167593VM1,IL,12-JUL-17
167593WE8,IL,01-DEC-17
167593WF5,IL,10-MAR-17
167593WR9,IL,03-OCT-17
167593WT5,IL,19-SEP-17
167593WU2,IL,06-SEP-17
167593YW6,IL,21-JUN-17
167593YX4,IL,21-JUN-17
167593YY2,IL,21-JUN-17
167593YZ9,IL,21-JUN-17
215489LQ6,IL,25-JUL-17
215489MB8,IL,15-NOV-16
215507ED2,IL,24-JUL-17
262633QF0,IL,02-MAR-16
289425US7,IL,18-OCT-16
45200FH77,IL,08-AUG-17
45200FM22,IL,16-NOV-16
452024HU9,IL,22-SEP-17
45203H8E5,IL,23-MAR-16
45203H8F2,IL,23-MAR-16
45203H8G0,IL,23-MAR-16
45203H8H8,IL,23-MAR-16
45203H8J4,IL,03-MAY-17
45203H8K1,IL,22-FEB-17
45203H8L9,IL,23-MAR-16
45203H8V7,IL,15-SEP-17
45203HA44,IL,22-SEP-17
45203HC91,IL,01-FEB-17
45203HD74,IL,18-JAN-18
45203HDE9,IL,19-OCT-17
45203HDG4,IL,13-DEC-16
45203HFD9,IL,02-FEB-17
45203HLP5,IL,06-FEB-17
45203HMQ2,IL,13-SEP-17
45203HZ39,IL,16-NOV-16
45204EA24,IL,08-DEC-17
45204EHH4,IL,25-AUG-16
45204EHJ0,IL,25-AUG-16
45204EHM3,IL,17-JAN-17
45204EHP6,IL,03-OCT-17
45204EJG4,IL,19-DEC-16
45204ENB0,IL,19-OCT-16
45204ENC8,IL,13-JUL-17
45204EXR4,IL,30-AUG-17
45204EXS2,IL,31-AUG-17
45204EZN1,IL,08-DEC-17
45204EZQ4,IL,08-DEC-17
45204EZU5,IL,03-JAN-18
452252HK8,IL,25-JUL-17
452252LF4,IL,20-OCT-17
452252LK3,IL,29-NOV-16
483854HA6,IL,29-NOV-16
508354UD7,IL,24-JUL-17
509696TA8,IL,12-SEP-17
630438NT2,IL,02-AUG-17
776154VF0,IL,03-NOV-16
776154VG8,IL,30-AUG-16
914353J65,IL,22-NOV-16
914353N94,IL,17-FEB-16
914353YY7,IL,22-NOV-16
058508GM8,IN,11-JAN-17
058508GN6,IN,11-JAN-17
058508GP1,IN,11-JUL-17
058508GQ9,IN,11-JAN-17
058508GR7,IN,02-MAY-17
058508HA3,IN,11-JAN-17
34929MAT5,IN,15-JUN-17
34929MAZ1,IN,15-JUN-17
34929MBA5,IN,15-JUN-17
34929MBB3,IN,15-JUN-17
34929MBF4,IN,15-JUN-17
34929MBG2,IN,15-JUN-17
34929MBH0,IN,15-JUN-17
39501PEP7,IN,19-MAY-16
39501PEX0,IN,19-MAY-16
45471AJQ6,IN,02-DEC-16
45471AJS2,IN,13-OCT-17
45471AJU7,IN,08-NOV-16
45471AJV5,IN,16-DEC-16
45471APF3,IN,14-MAR-16
45471APG1,IN,16-AUG-17
45471APH9,IN,28-DEC-17
45471APW6,IN,19-JUL-17
45471APX4,IN,19-JUL-17
45471APY2,IN,30-AUG-17
45471APZ9,IN,27-NOV-17
454898RY5,IN,15-MAR-17
454898TJ6,IN,28-DEC-17
454898TL1,IN,06-JAN-16
454898TQ0,IN,23-JAN-18
454898TX5,IN,30-AUG-17
454898UE5,IN,26-JUL-16
454898UF2,IN,16-DEC-16
454898UH8,IN,28-DEC-16
454898UJ4,IN,21-APR-17
454898UK1,IN,05-JUN-17
454898UM7,IN,31-MAR-16
454898UP0,IN,21-DEC-17
454898UZ8,IN,27-OCT-17
454898VD6,IN,27-OCT-17
454898VE4,IN,27-OCT-17
454898VF1,IN,27-OCT-17
454898VG9,IN,01-DEC-17
454898VH7,IN,18-JAN-18
454898VR5,IN,27-OCT-17
455057VG1,IN,06-SEP-17
455057VU0,IN,13-MAR-17
45505MAP1,IN,07-JUN-17
45505MCU8,IN,13-JAN-17
45505MES1,IN,28-JUN-17
45505MEU6,IN,17-NOV-17
455114MA3,IN,02-MAY-17
455114MD7,IN,08-SEP-16
455114ME5,IN,05-JUL-17
455160BV2,IN,31-JUL-17
455160CN9,IN,15-FEB-17
475709CJ8,IN,24-AUG-17
475709CK5,IN,24-AUG-17
475709CL3,IN,24-AUG-17
475709CM1,IN,18-SEP-17
66528PBC1,IN,09-MAR-16
478497YE4,KS,23-SEP-16
478497YM6,KS,19-OCT-16
478497YQ7,KS,03-OCT-17
4913137R7,KY,04-APR-17
4913137T3,KY,31-MAR-16
4913137V8,KY,31-MAR-16
546589RP9,KY,04-JAN-18
546589RQ7,KY,04-JAN-18
546589RT1,KY,21-JUN-17
546589WL2,KY,13-SEP-17
546589YR7,KY,10-AUG-16
270618ES6,LA,30-DEC-16
270764EG4,LA,15-DEC-16
270764EH2,LA,05-JAN-17
474176KM5,LA,05-APR-17
506498YK4,LA,27-SEP-16
506498YM0,LA,19-APR-17
546399EM4,LA,09-NOV-17
546399EN2,LA,09-NOV-17
546475RT3,LA,17-AUG-17
546475RW6,LA,18-OCT-17
546475RX4,LA,24-OCT-17
546475SA3,LA,04-JAN-18
546475SZ8,LA,18-DEC-17
546475TD6,LA,10-OCT-17
041609ZF8,MA,11-OCT-17
068167A21,MA,10-OCT-17
080401MF6,MA,11-JUL-17
100853PN4,MA,27-JUN-17
100853TQ3,MA,21-APR-17
100853UL2,MA,25-FEB-16
100853VJ6,MA,31-JAN-17
100853VV9,MA,05-JUL-16
100853VX5,MA,06-NOV-17
100853WE6,MA,16-MAR-16
100853WK2,MA,16-MAR-17
100853WQ9,MA,19-JAN-18
100853WR7,MA,26-OCT-17
100853XR6,MA,15-JUN-17
105025R85,MA,02-NOV-17
105025R93,MA,13-APR-17
105025S43,MA,03-FEB-17
105025W48,MA,14-MAR-17
105025Z29,MA,11-JUL-17
105025Z52,MA,05-JUN-17
1322852N6,MA,04-APR-17
1322853A3,MA,22-MAR-16
1322853X3,MA,26-OCT-17
1322854D6,MA,10-MAR-17
1322854E4,MA,07-MAR-17
1322854W4,MA,22-JUN-17
1322854Y0,MA,16-AUG-17
132285Q75,MA,02-MAR-16
132285T49,MA,07-JUN-17
132285X44,MA,21-JUL-17
267399UE1,MA,30-MAY-17
351640SR9,MA,21-DEC-16
351640SS7,MA,20-JUN-16
351640SU2,MA,13-JUN-16
351640SV0,MA,13-JUN-16
379713FB1,MA,13-DEC-17
379713FS4,MA,27-JAN-17
379713FZ8,MA,02-FEB-17
379713GA2,MA,03-FEB-17
379713GD6,MA,27-JAN-17
411018RW6,MA,24-OCT-17
411018RX4,MA,26-SEP-17
440182UJ0,MA,17-AUG-16
440182UY7,MA,21-NOV-16
529284J85,MA,18-FEB-16
529284L74,MA,08-FEB-17
529284M99,MA,17-FEB-17
543077SZ5,MA,29-SEP-17
570884T89,MA,29-MAR-17
570884U20,MA,03-JUN-16
570884U46,MA,02-JUN-16
570884U53,MA,02-JUN-16
574760ML5,MA,17-JUL-17
575577HU8,MA,20-JAN-17
575577MJ7,MA,26-SEP-17
575577ND9,MA,10-JAN-18
575577NE7,MA,22-FEB-17
575577NG2,MA,17-AUG-16
575579B71,MA,03-NOV-17
575579C21,MA,23-JAN-18
575579E29,MA,03-OCT-17
575579HB6,MA,17-OCT-17
575579HC4,MA,19-JAN-18
575579HH3,MA,23-JAN-17
575579VF1,MA,26-SEP-17
575579XR3,MA,11-OCT-17
575579YU5,MA,30-MAR-16
575579ZF7,MA,18-MAR-16
57563CAV4,MA,19-JUL-16
575829CG9,MA,13-JUN-17
575829CT1,MA,06-NOV-17
57582NH99,MA,16-AUG-17
57582NXN0,MA,29-SEP-17
57582NZC2,MA,13-JUL-17
57582P4Q0,MA,18-FEB-16
57582P4S6,MA,19-APR-17
57582P5T3,MA,22-MAY-17
57582P5U0,MA,04-MAY-16
57582P5V8,MA,08-AUG-17
57582P7B0,MA,31-OCT-16
57582PAD2,MA,22-JAN-18
57582PAE0,MA,23-JAN-18
57582PP20,MA,01-JUN-16
57582PQE3,MA,20-JUN-17
57582PX47,MA,13-JAN-17
57582PZL7,MA,30-AUG-17
57582RDL7,MA,10-MAR-17
57582RFE1,MA,10-JUL-17
57582RHE9,MA,09-JAN-18
57582RHS8,MA,18-JAN-18
57582RJR8,MA,28-NOV-16
57582RKU9,MA,12-OCT-17
57582RKZ8,MA,25-MAY-17
57582RLP9,MA,30-NOV-16
57582RLQ7,MA,24-FEB-17
57582RMP8,MA,13-JUL-17
57582RMV5,MA,03-NOV-17
57582RNL6,MA,11-AUG-17
57582RNT9,MA,19-JUL-17
57582RNZ5,MA,20-OCT-17
575831AU6,MA,13-DEC-17
575831AY8,MA,01-APR-16
575831BR2,MA,18-MAY-17
575831CC4,MA,23-DEC-16
575832B58,MA,26-SEP-17
575832XS4,MA,16-AUG-17
575832XU9,MA,01-AUG-16
575832ZD5,MA,23-MAY-17
57583PGA1,MA,08-AUG-17
57583PGB9,MA,04-JAN-18
57583PGD5,MA,11-OCT-17
57583PGL7,MA,19-DEC-16
57583U3X4,MA,09-MAY-17
57583U3Z9,MA,09-FEB-17
57583U4J4,MA,21-APR-17
57583U4W5,MA,18-JAN-17
57583U4X3,MA,01-NOV-16
57583UA99,MA,12-MAY-17
57583UF29,MA,20-OCT-17
57583UG44,MA,21-JUL-17
57583UL71,MA,19-SEP-17
57583UL89,MA,07-JUN-17
57583UML9,MA,29-AUG-16
57583USM1,MA,18-OCT-17
57583UUJ5,MA,09-MAR-17
57583UW38,MA,21-SEP-16
57583UW46,MA,24-JAN-17
57583UWA2,MA,13-APR-17
57583UWC8,MA,07-JUL-17
57583UY36,MA,17-OCT-17
57583UZB7,MA,06-APR-16
57584X2G5,MA,01-NOV-17
57584X2K6,MA,23-JAN-18
57584X2Q3,MA,01-NOV-17
57584X2R1,MA,17-NOV-17
57584X2S9,MA,04-JAN-18
57584X2T7,MA,01-NOV-17
57584X2U4,MA,24-NOV-17
57584X2V2,MA,19-JAN-18
57584X2Z3,MA,15-NOV-17
57584X3E9,MA,21-NOV-17
57584X5Q0,MA,12-DEC-17
57584X5T4,MA,12-DEC-17
57584X5U1,MA,12-DEC-17
57584X8K0,MA,15-DEC-17
57584X8N4,MA,05-JAN-18
57584X8W4,MA,15-DEC-17
57584XBQ3,MA,11-DEC-17
57584XBS9,MA,19-OCT-16
57584XBT7,MA,03-FEB-16
57584XFV8,MA,29-DEC-16
57584XFX4,MA,24-MAR-17
57584XFZ9,MA,23-MAR-17
57584XGA3,MA,26-MAY-17
57584XGC9,MA,08-JUN-17
57584XGF2,MA,17-MAY-17
57584XHF1,MA,20-JAN-16
57584XHK0,MA,07-NOV-16
57584XHL8,MA,20-JAN-16
57584XHM6,MA,16-NOV-16
57584XHP9,MA,05-JUN-17
57584XHQ7,MA,22-AUG-17
57584XHU8,MA,03-JAN-17
57584XHW4,MA,28-JUN-16
57584XJC6,MA,08-NOV-17
57584XJF9,MA,08-NOV-17
57584XJG7,MA,23-MAY-17
57584XK34,MA,19-SEP-17
57584XK59,MA,17-MAY-17
57584XKR1,MA,05-JUL-17
57584XKT7,MA,27-FEB-17
57584XLD1,MA,24-MAR-16
57584XLE9,MA,05-JUL-17
57584XNT4,MA,09-JAN-18
57584XNY3,MA,04-JAN-17
57584XNZ0,MA,01-DEC-17
57584XR86,MA,18-MAY-17
57584XR94,MA,10-AUG-17
57584XS28,MA,18-MAY-17
57584XS36,MA,11-JAN-18
57584XS44,MA,21-NOV-17
57584XS77,MA,18-MAY-17
57584XTC5,MA,21-NOV-16
57584XTD3,MA,13-OCT-16
57584XTN1,MA,15-SEP-17
57584XTW1,MA,01-JUL-16
57584XUD1,MA,04-OCT-17
57584XUE9,MA,11-MAY-17
57584XUF6,MA,19-JAN-18
57584XUG4,MA,07-JUN-17
57584XUH2,MA,27-SEP-17
57584XUJ8,MA,26-DEC-17
57584XUK5,MA,03-JAN-18
57584XUT6,MA,11-AUG-16
57584XUU3,MA,14-DEC-17
57584XWV9,MA,06-NOV-17
57584XXG1,MA,23-MAY-17
57584XXJ5,MA,01-NOV-17
57584XXL0,MA,28-DEC-16
57584XXR7,MA,22-FEB-17
57584XXS5,MA,16-JAN-18
57584XXX4,MA,23-AUG-17
57584XXY2,MA,19-DEC-16
57584YBM0,MA,20-DEC-17
57586EB59,MA,14-OCT-16
57586EHK0,MA,13-JUN-17
57586EJQ5,MA,06-JUN-16
57586ETH4,MA,22-JUN-17
575896KL8,MA,19-SEP-16
575896NN1,MA,06-JUL-17
575896PN9,MA,13-MAY-16
575896QV0,MA,27-JUN-17
575896RB3,MA,17-OCT-17
576000MC4,MA,22-DEC-16
576000MF7,MA,02-AUG-16
576000MH3,MA,08-NOV-16
576000MQ3,MA,17-OCT-17
576000MT7,MA,04-JAN-18
576000ND1,MA,09-JAN-18
576000NG4,MA,11-APR-17
576000NH2,MA,05-MAY-17
576000NR0,MA,14-NOV-17
576000PN7,MA,30-OCT-17
576000QR7,MA,02-AUG-17
576000RQ8,MA,23-AUG-16
